formula,target
Ca5P3HO13,0
MgMo3O8,1
MnAlN2,1
La2Bi2O7,1
RbPrP3HO10,1
BeBiO3,1
Sr10Ca4Cu10Bi11O40,1
VTeRu,1
Fe3P2H3O8,1
K4Ge9O20,0
Zn3Si4(SnO7)2,1
BaSrNdSbO6,1
Nd3In,1
CrSiH8(O2F3)2,0
V2NiH24(N4O5)2,0
TbCuNi4,1
Si3Ru2,0
Li2VO2F,1
K2U(MoO4)3,1
Li9Mn2Co5O16,1
LiFeO2,0
Mn12O7F17,1
Li4Cr3GaO8,1
TbGaNi,0
Li4V3P8O29,1
KMoO3,1
Cr2O3,1
Na2LiCuP2O7,1
BiI3,0
Na3MoO4F,0
LaEu3(NiO3)4,1
Sc2GaHg,1
NaPr2Cl6,1
VH,1
Ti3Co2Sb(PO4)6,1
Ce3Gd,1
LiSnP2O7,1
Mn(GaSe2)2,0
NbInTc2,1
Mn7SiO12,1
MgH14SeO11,0
EuNbNO2,1
Al2CoOs,1
Li3MnV(PO4)3,1
TiCd,0
Ba17Al3O7,0
Ti4GaS8,0
Ba2Lu2CuPtO8,1
Sm3Dy,1
CaNiF5,1
Al2CoO4,1
LiFe4(PO4)3,1
Li2CrCo3O8,1
BaSrCeHfO6,1
Sb6O5F8,1
Te3MoWS,1
MgV4(PO5)4,1
La7Mn8O24,1
Ca6Mn3Al(SiO6)4,1
ReMo3,1
Dy2Cl2O,1
Al23O17F35,1
Rb2ZrCl6,0
KLi(PO3)2,0
CoF4,1
Ti2AlO4,1
Mg6CrW,1
HgSNCl,0
Ti2CuNi,1
NiP4O11,1
Li2AgF3,1
Ca2Zr5Ti2O16,0
H12Cl2O13,0
Li3Mn2P2O8F3,1
Ga2IrRh,1
NaCr2FeO8,1
YOs3,1
PmBr3,1
MgSc2Tc,1
Gd2B4O9,0
KTa5Pb2O15,1
GdErAl6,1
CaMg5P3HCO16,1
Na2GaCuF7,0
LaZn4,0
NbFeO4,1
Na5TbO6,1
Rb3Gd,1
PAu3,1
Mn2CoN2,1
MgCdH4(N2O5)2,0
Cs2NaInCl6,1
V2Ag6As2O13,0
SrWO3,1
CdI2,0
GdMoC2,0
K2RbTaF6,1
Nd2P3Au,0
RbGd(PO3)4,0
Te2W2SeS,1
KAl2P2H8O12F,0
KNdZrNbO6,1
YbWO3,1
NdSb,0
SrBeO3,1
Na3Sc2(PO4)3,1
Ba8Y4Cu(WO8)3,1
BaCu4O7,1
Co2As,1
CoOF,1
Na3MnP8O23,1
Li4MnCrO6,1
MnAlP2(HO)15,1
TiZn(BiO3)2,1
Sb2XeF14,1
K3Ga,1
V(HgO2)2,0
Li2WS4,1
SrCuO2,0
ZrNi4Sn,0
LiCrFeO4,1
Mg6CrBi,1
AgMoH4S4N,0
LiAu4Se4(ClO3)4,1
Sr3Hf2O7,1
Zn(SnO2)2,1
Ba4CN4,1
Sb2Os,0
Li3V3(PO4)4,1
TbNd,1
ZrAl2Zn,1
KMo2(PO4)3,0
Li9Mn2Co5O16,1
K3TlPCO7,1
MoH12N3O5F3,0
Cu64O,1
Bi2MoO6,0
NaAlSiO4,1
Sb7(O2F3)3,1
MgGa4P6(HO3)6,1
AlTeI7,0
ScH15C3(SO4)3,0
Mn3Zn2O8,1
Ga5Ni,0
Cs2SbCl6,1
Li5Co9(P2O7)8,1
BiPO4,0
Mo3N2O11,1
Ca(SiAu)2,0
CeSi2Ni,0
Na4Ga3Si3B(HO3)4,1
U2CoSi3,1
NaFe5O8,1
Sb2S3,0
CsVH12(C2O7)2,1
Li2PS3,1
Rb3Ta2S11,0
Sr5(Sb11O19)2,0
Cr2AsC10ClO10,0
In3Ge,1
Ba2InHg,1
Sr2LiCdWO6,1
Li2ErTl,1
TaTeBr9,0
SrLaMn2O6,1
Be4N6O19,0
AsC3N3F8,0
TiTlPS5,1
CsY(MoO4)2,1
NbO2,0
Sr2CaTi6N2O11,1
Nb3I8,0
Na3CoBSO7,1
Li8Fe7(PO4)8,1
W(OF)2,1
Ga3B4Pt9,0
Li4V3P8O29,1
Tb(Al5Ru)2,1
La(YS2)3,0
BeAlB,0
SiGeN2,1
TbF4,1
Ca2Ni7P4,0
K2NaScCl6,1
Sm2FeSbO7,1
CaAl4SiO12,1
PrFeH8C6(N3O2)2,0
Sc44Ru7,1
Ba3TiNb4O15,0
TaTiZn(PO4)3,1
Sr3Co(CN)3,0
CaMg(SiO3)2,0
TbCo2B2C,1
EuBr3,1
Ti8Al15Rh7,1
Li5FeOF5,1
LiLa2HO3,0
Li2InSi,1
CsScAgF6,1
LiEu2Ga7,1
Y2Mg3N4,1
Ba3(InP2)2,0
Ho4MgGe4,1
CdCuP2O7,1
ErNi2B2C,0
LaNd3,1
KMg6BO7,1
CaTa2CoO7,1
Ba2MgMn2CuF14,1
CaPtO3,0
Li2GaIr,0
Cr2CdS4,0
Tb2NiGe6,1
KNd(SO4)2,0
Sm2MnGa6,0
Mn2PH9(C4O3)3,0
La4Ti3O12,0
BaLa2PtO5,0
SrHfZrSnO6,1
AsRuSe,1
MgFe(PO3)4,1
TaO2,0
Fe3(O2F)2,1
Rb2SbN2(O2F)3,1
KMn4(PO4)3,0
SrLa2Sc2O7,1
RbSb2Au3S5,0
SrLaVO4,1
Sr2CoBiO6,1
Ti2ReRh,1
BaOsN2,1
NaMg30FeO32,1
Li2Fe3NiO8,1
Ce(WO4)2,1
Yb2(B2Rh3)3,1
TiO2,1
PrMgAg2,1
BaLiTi2Bi2O,1
Dy5Sn3,0
Ta2O5,0
Cs2Mo3P5O19,0
Ce4CdIr,1
Li3MnFeCo(PO4)3,1
Rb2EuCuCl6,1
NdTl(WO4)2,1
La3(VN3)2,0
Er4InRh,0
Sc2ZnIr,1
Ce2FeAs2O,1
Rb4Mg(Se2O7)2,1
U2Tl2Mo3O16,0
KEuHf4O12,1
Sm2MgRu,1
LiV3OF11,1
HoGa6,0
CaV(GeO3)4,1
BaPr2CoS5,0
Li3Cu3(PO4)2,1
Cs3Sr,1
Tm2TlCd,1
BaSrHfNbO6,1
Li2MnCo3O8,1
LaCrSe2O,1
Hf2FeRh,1
Na14Mn2O9,0
Li2Co3SbO8,1
Li7Fe4(P2O7)4,1
CaLaCrSbO6,1
HoPaTc2,1
NdF3,0
CrReO4,0
ScP(H2O3)2,0
Ta2PdS6,0
LiTm2Pt,1
Li4Zn(PS4)2,1
NaTl3,1
IN2,1
Al22Mo5,0
AsS3(NF3)2,0
BaLiSi,0
RbSb3Se5,0
Nd3Ga2,0
TmAlFe,1
Pr4Mg7Ge6,0
Ba3Ho(BO3)3,0
Ca(SbO3)2,0
CeFeNi4,1
Li3(CoO2)4,1
CaFeO2,0
Tb16B4Br23,0
Tc6BiO18,1
Ba2PuPbO6,1
Li2V2Si2O9,1
Li4Fe3Ni3(TeO8)2,1
Nd2Ni17,0
Rb2Nd2Mg(WO4)4,1
VCl4,1
ZrSn,1
TiNF,1
Ca,0
Ni5O6,1
Re3Pb,1
MnFeO3,1
Mg2Cd,1
Dy3SbO7,1
Ca3Ga2(SnO4)3,1
LiCo(SiO3)2,1
LiFe2(PO4)3,1
Li3Si2Bi3O10,1
YMg14CO16,1
MgGa,1
Bi2O5,1
Mn(FeO2)2,1
Sm5(SiB4)2,1
Li5Mn3O8,1
PmBiPd2,1
Sr2NdNbO6,1
PrH6(CO3)3,1
Bi(PO3)4,1
Sm2HgO4,1
Na2Co(Si2O5)2,0
TeMoWSe2S,1
MgScB,1
Li5Mn3O8,1
VIO7,1
Ni(PO3)3,1
V4FeCoO12,1
Li5Fe8(BO3)8,1
Er4MgZr4O14,1
CePrO4,1
Mg15C,1
Al2TcPd,1
Hg2TeO5,0
PrP5O14,0
Ba(InTe2)2,1
Al(HO)3,1
Yb4Mn2Sn5,0
Li3V2(PO4)3,1
Li2CuPCO7,1
ZnCrP2O7,1
Li24TiCr11O36,1
LaSi2Ni,0
Li3MnV(PO4)3,1
LiSi3BiO8,1
Ta2TiO6,1
IrN,1
Zn(SbO2)2,1
CeMg6Bi,1
Cs2MnV2(ClO3)2,0
K3SbBr6,1
MgTa2CoO7,1
Eu2Cu2O5,1
Ti3CoNi2(PO4)6,1
Li2CeIn,1
TiSn9O20,1
U2(Co7B2)3,0
V(C2N3)3,1
Co11CuO16,1
Ho3Ni2,0
OsSe2,0
RbCrF5,0
HoTiO3,1
NdVSb3,1
Cs2AgMoBr6,1
CoAg(N3O4)2,1
Ta4C3,1
Sb11F43,0
V2NiSe4,0
La10Mn9O30,1
NdTaO4,0
Zn2CoCu,1
K4Sn(SO)4,1
SrLa3MnO8,1
NaZnMoHO5,0
P4Pb2O15,1
Na2CoP2O7,1
Ba4PrY(Cu3O7)2,1
YbSbPd,0
AlSn,0
Gd4InIr,0
MnH12C4(N9O2)2,1
Mg14ZrNb,1
Sr2Al2SiO7,1
In2Co,0
Ca3La5Mn6(CuO12)2,1
Ce2Co3Si5,0
Mg6CoSnO8,1
TbZnGe,1
HfAsPd,1
NaSO2,0
Ho(NiSb)2,0
Fe2P3(O3F)3,0
LiNb2(PO5)2,1
Te2MoWS2,1
SrLaGaCuO5,1
KGdSnWO6,1
CaBi2O5,1
Na2FePCO7,1
BrN,0
Tb2Fe2Si2C,0
PuB4Ru,0
PrAlAu,0
SnP2O9,0
ZnH24C6(N7O6)2,0
K2W4O13,1
LiIn2Cu,1
Zr4Pt2N,0
Cu3P4S4I3,0
Dy(Ni2As)2,0
MnAl12,0
Ce4(Si3Rh)3,1
Li4Mn3Cr3(FeO8)2,1
LiTi4O8,1
Li8Mn3Fe5(BO3)8,1
SmAl2,0
Mg30BWO32,1
AlAgS2,0
NiSbP2O9,1
PuP3,1
NdYIr2,1
Pb3SO6,0
CoPN5O6,1
Zr6NiCl15,0
Li3Mn8(OF3)4,1
RbMnAs,1
Yb5Ir3,0
La2B4O9,1
Li3MnV(PO4)3,1
VF5,1
GaCuTe2,0
VIn(TeO4)2,0
Sm5Mg41,0
Ba2YCr2F11,1
Sr5La2Mn8(O3F)6,1
Ca2In3Cu,1
CaYHg2,1
GaH20C2S2NO14,0
Sc2CuRh,1
Ba3Se,1
MgCd,1
Fe9Cu9S16,0
Ba2Gd(CuO2)4,1
Gd2W2O9,1
Zr3Si6N11,1
Ba2CaCu3F14,1
Li2FeWO6,1
GaBiSe,1
FeHO2,1
V(GeO3)2,1
Ag(BCl)6,0
Sr2Ca2IrO6,1
Pr3Y,1
CsK2AsBr6,1
SmBeO3,1
Na3Sc2(PO4)3,1
Y4AlSiNO8,0
TeMo2S3,1
Li7Mn5O12,1
Ir3(NCl)10,1
Ti2TcIr,1
MoSeS2Cl5,0
Nd2Te(Mo3O23)2,1
Mn6O5F7,1
CaV(Si2O7)2,1
Li2CoNi3O8,1
Tm2O3,1
VGa2O5,1
Ca2ZrVO6,1
LiFeF5,1
Li2LuUS4,1
Cd(PN2)2,1
LaMnO3,0
Ho2MgS4,1
Ba3BiP,1
VGaN2,1
Na3Ni2P2(CO7)2,1
Y11(In3Si2)2,0
Y(CO2)4,0
AlH12(OF)5,0
Sm2Ni22C3,0
Co(CN)2,1
SrLa9MgGa9O29,1
NdWNO3,1
KCuTe,0
Dy4(FeB2)3,0
Tm2Ni2Sn,0
Ba2La(FeO3)3,1
TaSb3,1
YAgSe2,1
Mg14CoSn,1
Ge3Mo5,1
Co(CN)6,0
Li3Cu2(SO4)3,1
LiFe2O3,1
Na3SrTiNb3O12,1
EuCrTeO6,1
La2Ni12P5,0
CoP3H33C11I,0
Nd2CdSb3,1
BN,1
Li9Sn3P8O29,1
Na6Co2B4SO16,1
Li2TlCd,1
Be4Si2O9,0
Mg6MnCd,1
Li2ZrF6,0
Na2FePCO7,1
MoW2(Se2S)2,1
KMg14BO15,1
TaH2,0
Te4Mo3W(SeS)2,1
C,1
NbTcW2,1
K3SmCl6,1
YbDyCd2,1
NdCO4,0
SrMg14NiO16,1
NaDyIrO4,1
BaGe2O5,0
Mg14VCuO16,1
CsBaMg6,1
CsCoH24(C7N4)2,0
Mg3SnO4,1
K2Tc,0
Zr2Al3,0
CaZrSi3H4O11,1
V2OF5,1
Tb6Ga19Pd3,1
LiHS,1
Mn2OF3,1
HgTe,0
VHO3,1
DySb3,1
Sr12Co10O27,1
ZrBr,0
LiGa(H2N)4,0
BaCeEuHfO6,1
Te2N2O7,1
Ca3Mn2(GeO4)3,0
Ba3Sm2WO9,1
MnAu3,1
CaCo3P3O13,1
Ba4Mo2O6F13,0
Li5Ni3(SbO5)2,1
Li7V3P8O29,1
Yb(CoSi)2,0
Mg2Sb,1
Cs2TmAgCl6,1
RbBaPO4,0
KTb(PO3)4,0
Dy3Ru2,1
NaTeAu,0
Mg(SnO2)4,1
La2Si3Rh,0
V3FeO8,1
TiBeCu2,1
Zn11Co2,0
NdS3(NO4)3,0
FeCoSb4,1
TmSe2NO11,1
Rb6Ti2O7,1
FeHO2,1
K3V3(AsO7)2,0
Tm4MgNi,1
SrMg,1
Bi3Pd12Pb,1
KNdZnWO6,1
Fe2CoO6,1
Mn3Nb(PO4)4,1
KLaZrCrO6,1
Mg14FeSb,1
TbTlSe2,0
SiO2,1
V3O5F,1
InCuNi,1
Sr11Ga4Sn3,0
V2O5,1
Zn(AsO2)2,0
Mg14VCrO16,1
Er2(Ni7B2)3,0
MnP2H36C12N6(ClO)2,0
NaSm3GeS7,0
VCl5,1
CoP2O7,1
Ti3Cu3(TeO8)2,1
NaV2O5,1
Eu2SiO4,0
Li5Mn7Fe3O20,1
Dy2TlIn,1
CNClO4,0
MgV8O24,1
Ba6Nd3TiCu6(MoO12)2,1
YMgAg2,1
SmIClO13,1
Mg6CoC,1
MgCo5(P2O7)4,1
KTeAu,0
SrCa3Mn4O10,1
CuB4O7,0
ErGe2Ir,0
Na5CrO4,1
Rb2PtCl6,0
Rb2CuBr3,0
TiZnFe(PO4)3,1
SnH22(Cl3O5)2,0
Cs5FeO4,0
Ba3V2(PO5)3,0
LiVO2,1
BaHIO,0
Fe9Cu3O16,1
ZnS,0
Ca3Ac,1
TmInPt,0
Li2CrSiO4,1
BaCa3(CuN2)2,1
ZrTaFe4,1
Mn6O5F7,1
TiCuSnS4,1
ThCd5,0
WO2,1
Al(FeS2)2,1
LiMoP2O7,0
Sr2LiNb3O10,1
ZnCr3P3O13,1
Cu3(BO3)2,1
RbP2(HO2)3,0
Nb6CdSe8,1
Sm2Fe2O5,1
Ba2AlTlFe2O7,1
Al(PO3)3,0
Cd2Mo3O8,1
K6In3H12(N8O27)2,0
OsSeS3Cl4,0
LiMn5O8,1
TlIn4S5Cl,1
AsSeS2(NF3)2,1
Na2Cd(SiO3)2,0
Pu3Ta,1
SrLa3Mn4O12,1
Fe2CoO4,0
YbAgPd2,1
Cs2SbF5,1
CsB3H8,1
LiFe2OF3,1
LiCuPO4,1
ZnSnO2,1
Mg2Ti5(PO4)6,1
VPd4,1
Li2Zr2O5,1
Mn8O13F3,1
Ag3Pt,0
ScAsO5,0
Ca2SbWO6,1
Sm3GaCo3,0
Ca2TaMnO6,0
K4Ag2Sn3S9O2,0
Ce2ZrCo16,1
NaP7,0
ZnPdF6,0
Mg14GaB,1
LiHg2Os,1
Li3V5O8,1
InP,0
Ba2CaTl2(CuO4)2,0
CaVFe(P2O7)2,1
CaCrBiO5,1
Na7Mn4Fe8(PO4)12,1
Li3IrF6,1
Sm11(Fe2C3)6,1
VO2,1
FePH5CO8,1
Mg(InSe2)2,1
FeB,0
Li4TiFe3O8,1
TmMg5,1
MgSiO3,1
Ba5V4(ClO7)2,0
SrP4(NO6)2,1
CaYb4(Ru2O7)2,1
SbN,1
PrPH5CO7,0
La3CuGeSe7,0
Ga4Fe3,0
Na2LiMnPCO7,1
BaHfS3,0
TeMoWS3,1
TeS7Br2,0
Li(NiP)2,0
Gd(Re2Si)2,0
Gd2TlHg,1
RbTl(FeSe)8,1
Ge3Os,1
Ba4Mn2Ag2As4O17,1
PrEuZrFeO6,1
TmCo3B2,0
TbSiPd2,0
Na2CoPCO7,1
LiMg30CO32,1
La7SmMn2(Fe3O10)2,1
KLiGdF5,1
Cr3Se4,0
Pr4Co,1
LiLaMg6,1
CdSeO3,0
Sm2VCo16,1
Y(Al5Fe)2,0
TbYNi4(B2C)2,1
Mg14TiMnO16,1
CaSn3S7,1
P2N6O,1
H22C10O3,0
Ca8Mn7CrO24,1
RbAlBr4,1
Sr5(RuN3)2,1
HfCdPd2,1
Li5Mn3O8,1
K2Mo3(AsO5)4,0
VGaFeCo,1
ZnS,1
PrHfF7,1
Ga4BiN3,1
NiH7C3NO6,1
Lu2Fe3Si5,0
AgSbTe2,1
YSbAu2,1
Li9Mn2Co5O16,1
Pr16(Mo3O8)7,0
MgTl2Pb16(Br9O4)2,1
Y2HfS5,0
Ba5Nb5O14,1
MnP2O7,1
Sr3AlAs3,0
SmEuCuS3,0
SrMg14Bi,1
Li4Fe3Co5O16,1
MgSbPt,0
Sr2ZrWO6,1
Li2MnF5,1
NiC,1
V2Fe(PO4)3,1
Li2Mn3(BO3)3,1
CrH6C3(S2N)3,0
GePtSe,0
ZrGa5Co,1
Pr23Cd4Ni7,1
ZrSn,1
Mg6SiSn,1
Ba2AlTlW2O7,1
Na2AlFeF7,0
Nd15Si7Ni2,1
SnPt3C,0
BiTe,0
CaH20C4S4(NO6)2,0
ZnFe4O9,1
MnOF,1
Li2FeSiO4,1
La(CuSn)2,0
Pm3Hg,1
Eu3Ti2O7,1
Mg14ZrCu,1
SnH4SNO4F,1
CaPt3O4,1
Li2Mn3CuO8,1
Ba3N2,1
PbN6,0
Nd2Ge5Rh3,1
Mg8SiW9O49,1
BaTm2F8,0
Li2AlNiO4,1
RbV(PO4)2,0
Co2H22C(N2O3)4,0
CoRe3,1
Sr4Ca(FeO3)5,1
Mn3Fe2(GeO4)3,0
MnCo3C,1
Sr3Li4(SiN3)2,0
La2MgI8,1
Li2BSbO4,1
CsVF4,0
CrCl3O,0
Tb2NiAs2,1
Gd2Cu(GeO3)4,1
Ba2PrIrO6,0
Ba2LiTl,1
TaSe2,0
TbAu,0
BeInO3,1
Dy2GaAg,1
Li4MnCo2O7,1
LiTi2Zn2(PO5)2,1
NbFeB,0
NaCa3ScZn3(SiO3)8,1
CsAsOF4,0
ThCoC2,0
Si3Pb11O17,0
Sm4(ErS2)11,0
Ta2NiO6,0
Ca2Mn2B4O13,0
Tl(IO3)3,0
K2LiBO3,0
EuBi2IO4,0
Yb4As2O,0
Mg7V,1
Cs6MoN4,1
RbAuSe,0
Co2Mo4C,0
BaMg14BiO16,1
TiZnBiO5,1
CrCd3Te4,1
AgW2(Br3O)2,1
Zn(FeO2)2,1
BaSrPrSbO6,1
DyCuTe2,1
NaTi2O3,1
Ca2BAsO8,0
BeGeO3,1
LiFeBO3,1
MgV(GeO3)2,1
CsSrI3,1
Na2Nb2O7,1
LaTiAlPbO6,1
Er(ClO2)3,1
Mg3Sb,1
Cs2SnAs2Se9,0
EuZnGe,1
Ba8In6O17,1
K3Pd,0
NaMg14Mn,1
Na3LuCl6,1
Nb5O12F,1
CaSn5O7,1
KLiSb(PO4)2,1
Ca3B6(H4O5)4,0
Rb2LiIrF6,1
Li6PS5I,0
Hg2SeO3,0
Li7NbS6,1
RbMoO3,1
Y10(SiGe)3,1
Li2Fe(CuO3)2,1
Cs2KAuCl6,1
Ce2MgCu2,0
KNa4Cl5,1
Ba(GaTe2)2,1
Ca4SmB3O10,0
K2SO4,0
CrH10SNO10,0
MoO2,1
Li7Mn7(P4O17)2,1
LiLaO3,1
Co(BrO6)2,1
Gd2AgAu,1
Sr2YGaNi2O7,1
CdI2,0
Nb2VOs,1
CeSmFe4,1
Ti4(Fe2O5)3,1
LiH2N3O,0
Ti3Sn,0
Y(BC)2,0
CaTaNO2,1
CrCoCl3,1
Yb20(CdAu3)3,1
Si3Mo,1
LiVCrP2(HO5)2,1
Na3CrSiBO7,1
Li3Mn3FeO8,1
Ce2Sb2Se5,1
Ba(SiNi)2,0
Na4Cr2P4O15,0
Sr(AgSn)2,0
LuCuAs2,0
K16Tl22Pd,1
Cr(ReO3)2,1
MgSi2,1
P2PbO8,1
Th7Os3,0
Li12Cr3NiP4(CO7)4,1
V3S4,0
Ce2MgSe4,1
K2PrBr5,0
In2Ir,0
ZnB8(H2N)4,0
MnV2P2(H4O7)2,1
MgSiO3,1
Sc2InGa,1
Nd2(SeO3)3,1
Rb2Te2O2F7,0
V10Si6B,1
K8Li9Cr4O16,1
Ca5(BN2)3,1
NdGa2Ni3,1
MgAlAu2,1
Ru2C7S10N10(Cl4O3)2,0
YMg,1
Dy2(MoO4)3,1
Na2HgBi,1
LiIn2Rh,0
Fe2Te2(PbO4)3,1
NaBiS2,1
Ge8Pd21,0
Li2MnFe(BO3)2,1
NaCa2Si3HO9,0
CsNb2PS10,0
LiMg14Sn,1
Y5RuBr9,0
InBi2S4Cl,0
Cs5SiAs3,0
Na3YBr6,0
NdThUS5,1
Li3V(PO4)2,1
YMg,0
Hf4AgPd,1
Sr2AlTlV2O7,1
CuO2,1
KCr3BiO12,0
Rh3Pb,1
Na2CdHg,1
Yb(AlFe)6,1
Ce2In3Ru2,0
Li5V6O5F19,1
La3SiI3,1
BaCaCeNbO6,1
Li3TaN2,1
YbCeHg2,1
Ti7O8,1
ThUP4H4(CO8)2,0
Li7Mn2(CoO4)3,1
Dy5B2(O2F3)3,0
LiYbNbO3,1
IBr2,1
BaU11(GeO19)2,1
Zr4Co2N,0
LiV4O5F7,1
C,1
Pr(FeO3)2,1
Ba3WN3,1
BeMo3,0
TaAsPb2,1
SrMg30CuO32,1
Ca(SiRh)2,0
CuMoO4,0
Sr2MgV2(Si2O7)2,1
Li6V3P8O29,1
Pa3Nb,1
Ca7HfN6,1
Ce(Sn3Ru2)2,0
Y9Al5S21,1
Cr4InAgSe8,1
CaTiSb(PO4)3,1
Y7HoO12,1
ErMn2,0
SrPrInO4,1
Sr2PrCu3(PbO4)2,1
Mg14CdGa,1
Sb3O7,1
K2CuBiBr6,1
Mg4FeO5,1
Li2Fe5B3O13,1
Th14Cu51,1
Y2ReC2,0
TmMnB4,1
TbAsS,0
K2Pt(Br2O)2,0
Cr3Pb5ClO12,1
MnTe(PbO3)2,1
Lu3Pu,1
Ca2TaFeO6,1
NbFeF6,0
Sr2SnSe5,0
H20RhC3N9Cl6O,0
Na(Mo2O3)2,1
BaVP2(H2O5)2,0
Ba3Na,1
Na5GdO4,1
TeW2SeS2,1
YMg6VO8,1
NaEu(NiO3)4,1
Ta2O3,1
CsBe2F5,0
MgNiO2,1
Li4Mn3(FeO5)2,1
MnCr(PO4)2,1
VAsO5,1
RbSbSe2,1
K2RbErV2O8,1
KP4(WO4)8,1
K2Cr2Cd(H2O5)2,1
U(CrC)4,0
LiDy(SO4)2,1
BaDyCr4O12,1
PrC2,0
BiWO5,1
Mn6O7F5,1
TmPb3,0
Bi7Mo2(AsO8)3,0
LiCuPO4,1
NbCuO3,0
PmGaCu2,1
Ca2HN,0
BAs5(Pb3O10)2,0
LiTi2O4,1
Li3MnFeCo(PO4)3,1
Hf9Re4Ge,0
Li3Ti2Cu3O10,1
MgV2O5,1
TmCdPd2,1
Ca2Ni10H,1
LaSi2Ag,1
HoCuO2,1
Li5Cu(PO4)2,1
MnCoSe2,1
HfH3,1
LiTl,0
ZrGa3,0
GaCo2Ni,0
V3Zn2GaO11,1
Rb2Al(H2N)2,1
KNa4GaO4,0
YGa2Ni,0
Li3V3SbO8,1
LiZn2AgWO6,1
Mg3Pt,0
Eu2Zn3Ge,1
Fe8N3,1
Li4Mn3CoO8,1
Pr5In11Ni6,0
ZnHg3(SCl2)2,1
Na2Al3Si3NO13,0
HI3,1
Li3Mn2CoO6,1
LiTbSe2,1
CaZnF4,0
LiB2O3,1
MgCrP2O7,1
Li2FeCo3O8,1
Rb4UC3O11,1
BaSi(HO2)2,1
Ni3Te(MoO7)6,0
Li4Mn3O7,1
CsLiZnS2,1
NaMgH2C3O7,0
NaSiSbO5,0
Ce(PPd)2,1
Lu3Mg2MoS8,1
Ni7(PO4)6,1
Sm2Zr8O19,1
Sr7PbN6,1
V4P7O24,1
MnGaO3,1
NdZrO3,1
Li10Sc9Fe(SiO3)20,1
SrMg2,1
AlH3,0
Hf4CN3,1
LiMn2V4O8,1
MgSiO3,1
Li2EuIn,1
La4SmMn5O15,1
Sm2Mn3(SbS3)4,0
Ba2LiTbSnO6,1
CsGaO2,1
Li3ZnFe2(PO4)3,1
HfZrAu2,1
Ba8Co7O19,1
Ho2Si5Ni3,0
ZnBiAsO5,1
Mg7Sb,1
LiFeF4,1
CeTl5Fe2(NO2)12,0
CsNaMg6,1
TmZr,1
YbSm3,1
P4Os,0
Li4MnCo2O7,1
SbOF,1
MnCd9O10,1
Fe6O7F5,1
PuGa5Co,1
Sr2Li(H4O3)2,1
Mg2Cr3O8,1
YTi2O4,1
Sn2IF3,0
Pm2CdIn,1
Ti2GaCo,1
K4Bi,1
Mg2Sn,1
CeB4ClO8,0
Li3CrPCO7,1
Dy2Te,0
Mg4Te3S,1
Rh3S4,0
Li4V8O13F3,1
U3Ge,1
Li17(MnAs2)4,1
LiFe,1
ScAlCu2,1
La5Er5Ge6,1
BaPd,0
CaCeO3,1
KCaLaFeO6,1
Ti(PbN)4,1
Ba(BO4)2,0
Cs2LiMoI6,1
Li3V5O12,1
Ce2Si2O7,0
EuP5O14,0
Rb2Sr(PO3)4,1
KLaH2S2O9,0
TlCd2Bi,1
BaMg6VO8,1
Cs3NO4,1
Mn2P4O13,1
Ce(AlPd)2,0
LiNpRu2,1
ScF3,1
CsNaGe2,0
Fe2P2O9,1
NaLa(CO3)2,0
Pr3Se3N,1
Ca(CoO2)4,1
SrLa7Cu4(SnO6)4,1
Ba2LiHoRuO6,1
La(ReSi)2,0
RbSmS2,0
Pu3Sc,1
P2H24PdC12(BrN3)2,0
LiMg6V,1
Li4MnFe3(PO4)4,1
Hf2BeZn,1
ScB2C,0
Li4Ti3Fe5O16,1
Li3Sn2(PO4)3,1
NdGa4Ni,0
CeSnRh,0
Na3H7Os,0
Li3Cr(PO4)2,1
Er(ClO4)3,0
BeH12C4(SBr)2,0
Mg(GaO2)2,1
La2Fe4Sb5,1
TlCr2FeO10,1
Li5Fe(SiO4)2,1
Cr2(PO4)3,1
AlCu3,0
BeFe2Si,1
Cs3ErCl6,1
CeAlO3,1
Li11V6O5F19,1
Dy3Er,1
ZnCu2SnSe4,0
NiAsO4,1
K3CuO2,0
TaVCN,1
Na3N2O9,1
Mg4Cu11O15,1
ZnCl3,1
LiFeF3,1
Mg30AlCuO32,1
Ho4Mo4O11,0
Ti3O,1
K4CO4,1
Ho4(Al8Pd3)3,1
LaNiSb,1
SrEr2O4,1
Sr2LaMn2O7,1
EuPuRh2,1
Tb4CdPd,1
ZrBeSi,0
Th7Co3,0
LiMnF5,1
Pa3Al,1
KRe3Os3(Se4Cl3)2,1
H4CN2O,0
Dy2H4(SO4)3,0
MnMoO4,0
Fe3(OF2)2,1
CrC,1
NiN,1
Cs2Te13,0
ErMn2SiC,1
Li24MnCr11O36,1
CaV(GeO3)2,1
V3(H3O5)2,1
C3NCl,1
CsCoW(OF)3,1
Li4FeSi2O7,1
ZrNiP2,0
Ag6P6O19,1
FeS,0
Ba2TmRuO6,0
Ca3W3N5,1
K4Cd(P3O10)2,0
Mg2Sb2O5,1
CuH10SO9,0
In2Si2O7,0
Ba4NaAl2B8(BrO6)3,0
BaTi14O28,1
TiVSe4,1
ZnPb3,1
BaAg2GeS4,0
Li2FeCoO4,1
U3O8,0
RbCr4O8,0
Li4Nb3V2Co3O16,1
La8Al7GaO24,1
Li6Mn(FeO3)2,1
K2PbO3,0
Ce2Zn17,0
Dy2Fe17CN,1
ErCo3Ni2,1
